unicode,emoji,cldr,cldr_link
U+1F3CB,🏋,person lifting weights,person-lifting-weights
U+1F3CB U+FE0F U+200D U+2642 U+FE0F,🏋️‍♂️,man lifting weights,man-lifting-weights
U+1F3CB U+FE0F U+200D U+2640 U+FE0F,🏋️‍♀️,woman lifting weights,woman-lifting-weights
U+1F6B4,🚴,person biking,person-biking
U+1F6B4 U+200D U+2642 U+FE0F,🚴‍♂️,man biking,man-biking
U+1F6B4 U+200D U+2640 U+FE0F,🚴‍♀️,woman biking,woman-biking
U+1F6B5,🚵,person mountain biking,person-mountain-biking
U+1F6B5 U+200D U+2642 U+FE0F,🚵‍♂️,man mountain biking,man-mountain-biking
U+1F6B5 U+200D U+2640 U+FE0F,🚵‍♀️,woman mountain biking,woman-mountain-biking
U+1F938,🤸,person cartwheeling,person-cartwheeling
U+1F938 U+200D U+2642 U+FE0F,🤸‍♂️,man cartwheeling,man-cartwheeling
U+1F938 U+200D U+2640 U+FE0F,🤸‍♀️,woman cartwheeling,woman-cartwheeling
U+1F93C,🤼,people wrestling,people-wrestling
U+1F93C U+200D U+2642 U+FE0F,🤼‍♂️,men wrestling,men-wrestling
U+1F93C U+200D U+2640 U+FE0F,🤼‍♀️,women wrestling,women-wrestling
U+1F93D,🤽,person playing water polo,person-playing-water-polo
U+1F93D U+200D U+2642 U+FE0F,🤽‍♂️,man playing water polo,man-playing-water-polo
U+1F93D U+200D U+2640 U+FE0F,🤽‍♀️,woman playing water polo,woman-playing-water-polo
U+1F93E,🤾,person playing handball,person-playing-handball
U+1F93E U+200D U+2642 U+FE0F,🤾‍♂️,man playing handball,man-playing-handball
U+1F93E U+200D U+2640 U+FE0F,🤾‍♀️,woman playing handball,woman-playing-handball
U+1F939,🤹,person juggling,person-juggling
U+1F939 U+200D U+2642 U+FE0F,🤹‍♂️,man juggling,man-juggling
U+1F939 U+200D U+2640 U+FE0F,🤹‍♀️,woman juggling,woman-juggling
U+1F9D8,🧘,person in lotus position,person-in-lotus-position
U+1F9D8 U+200D U+2642 U+FE0F,🧘‍♂️,man in lotus position,man-in-lotus-position
U+1F9D8 U+200D U+2640 U+FE0F,🧘‍♀️,woman in lotus position,woman-in-lotus-position
U+1F6C0,🛀,person taking bath,person-taking-bath
U+1F6CC,🛌,person in bed,person-in-bed
U+1F9D1 U+200D U+1F91D U+200D U+1F9D1,🧑‍🤝‍🧑,people holding hands,people-holding-hands
U+1F46D,👭,women holding hands,women-holding-hands
U+1F46B,👫,woman and man holding hands,woman-and-man-holding-hands
U+1F46C,👬,men holding hands,men-holding-hands
U+1F48F,💏,kiss,kiss
U+1F469 U+200D U+2764 U+FE0F U+200D U+1F48B U+200D U+1F468,👩‍❤️‍💋‍👨,"kiss: woman, man",kiss-woman-man
U+1F468 U+200D U+2764 U+FE0F U+200D U+1F48B U+200D U+1F468,👨‍❤️‍💋‍👨,"kiss: man, man",kiss-man-man
U+1F469 U+200D U+2764 U+FE0F U+200D U+1F48B U+200D U+1F469,👩‍❤️‍💋‍👩,"kiss: woman, woman",kiss-woman-woman
U+1F491,💑,couple with heart,couple-with-heart
U+1F469 U+200D U+2764 U+FE0F U+200D U+1F468,👩‍❤️‍👨,"couple with heart: woman, man",couple-with-heart-woman-man
U+1F468 U+200D U+2764 U+FE0F U+200D U+1F468,👨‍❤️‍👨,"couple with heart: man, man",couple-with-heart-man-man
U+1F469 U+200D U+2764 U+FE0F U+200D U+1F469,👩‍❤️‍👩,"couple with heart: woman, woman",couple-with-heart-woman-woman
U+1F46A,👪,family,family
U+1F468 U+200D U+1F469 U+200D U+1F466,👨‍👩‍👦,"family: man, woman, boy",family-man-woman-boy
U+1F468 U+200D U+1F469 U+200D U+1F467,👨‍👩‍👧,"family: man, woman, girl",family-man-woman-girl
U+1F468 U+200D U+1F469 U+200D U+1F467 U+200D U+1F466,👨‍👩‍👧‍👦,"family: man, woman, girl, boy",family-man-woman-girl-boy
U+1F468 U+200D U+1F469 U+200D U+1F466 U+200D U+1F466,👨‍👩‍👦‍👦,"family: man, woman, boy, boy",family-man-woman-boy-boy
U+1F468 U+200D U+1F469 U+200D U+1F467 U+200D U+1F467,👨‍👩‍👧‍👧,"family: man, woman, girl, girl",family-man-woman-girl-girl
U+1F468 U+200D U+1F468 U+200D U+1F466,👨‍👨‍👦,"family: man, man, boy",family-man-man-boy
U+1F468 U+200D U+1F468 U+200D U+1F467,👨‍👨‍👧,"family: man, man, girl",family-man-man-girl
U+1F468 U+200D U+1F468 U+200D U+1F467 U+200D U+1F466,👨‍👨‍👧‍👦,"family: man, man, girl, boy",family-man-man-girl-boy
U+1F468 U+200D U+1F468 U+200D U+1F466 U+200D U+1F466,👨‍👨‍👦‍👦,"family: man, man, boy, boy",family-man-man-boy-boy
U+1F468 U+200D U+1F468 U+200D U+1F467 U+200D U+1F467,👨‍👨‍👧‍👧,"family: man, man, girl, girl",family-man-man-girl-girl
U+1F469 U+200D U+1F469 U+200D U+1F466,👩‍👩‍👦,"family: woman, woman, boy",family-woman-woman-boy
U+1F469 U+200D U+1F469 U+200D U+1F467,👩‍👩‍👧,"family: woman, woman, girl",family-woman-woman-girl
U+1F469 U+200D U+1F469 U+200D U+1F467 U+200D U+1F466,👩‍👩‍👧‍👦,"family: woman, woman, girl, boy",family-woman-woman-girl-boy
U+1F469 U+200D U+1F469 U+200D U+1F466 U+200D U+1F466,👩‍👩‍👦‍👦,"family: woman, woman, boy, boy",family-woman-woman-boy-boy
U+1F469 U+200D U+1F469 U+200D U+1F467 U+200D U+1F467,👩‍👩‍👧‍👧,"family: woman, woman, girl, girl",family-woman-woman-girl-girl
U+1F468 U+200D U+1F466,👨‍👦,"family: man, boy",family-man-boy
U+1F468 U+200D U+1F466 U+200D U+1F466,👨‍👦‍👦,"family: man, boy, boy",family-man-boy-boy
U+1F468 U+200D U+1F467,👨‍👧,"family: man, girl",family-man-girl
U+1F468 U+200D U+1F467 U+200D U+1F466,👨‍👧‍👦,"family: man, girl, boy",family-man-girl-boy
U+1F468 U+200D U+1F467 U+200D U+1F467,👨‍👧‍👧,"family: man, girl, girl",family-man-girl-girl
U+1F469 U+200D U+1F466,👩‍👦,"family: woman, boy",family-woman-boy
U+1F469 U+200D U+1F466 U+200D U+1F466,👩‍👦‍👦,"family: woman, boy, boy",family-woman-boy-boy
U+1F469 U+200D U+1F467,👩‍👧,"family: woman, girl",family-woman-girl
U+1F469 U+200D U+1F467 U+200D U+1F466,👩‍👧‍👦,"family: woman, girl, boy",family-woman-girl-boy
U+1F469 U+200D U+1F467 U+200D U+1F467,👩‍👧‍👧,"family: woman, girl, girl",family-woman-girl-girl
U+1F5E3,🗣,speaking head,speaking-head
U+1F464,👤,bust in silhouette,bust-in-silhouette
U+1F465,👥,busts in silhouette,busts-in-silhouette
U+1FAC2,🫂,people hugging,people-hugging
U+1F463,👣,footprints,footprints
U+1F9B0,🦰,red hair,red-hair
U+1F9B1,🦱,curly hair,curly-hair
U+1F9B3,🦳,white hair,white-hair
U+1F9B2,🦲,bald,bald
U+1F435,🐵,monkey face,monkey-face
U+1F412,🐒,monkey,monkey
U+1F98D,🦍,gorilla,gorilla
U+1F9A7,🦧,orangutan,orangutan
U+1F436,🐶,dog face,dog-face
U+1F415,🐕,dog,dog
U+1F9AE,🦮,guide dog,guide-dog
U+1F415 U+200D U+1F9BA,🐕‍🦺,service dog,service-dog
U+1F429,🐩,poodle,poodle
U+1F43A,🐺,wolf,wolf
U+1F98A,🦊,fox,fox
U+1F99D,🦝,raccoon,raccoon
U+1F431,🐱,cat face,cat-face
U+1F408,🐈,cat,cat
U+1F408 U+200D U+2B1B,🐈‍⬛,black cat,black-cat
U+1F981,🦁,lion,lion
U+1F42F,🐯,tiger face,tiger-face
U+1F405,🐅,tiger,tiger
U+1F406,🐆,leopard,leopard
U+1F434,🐴,horse face,horse-face
U+1FACE,🫎,⊛ moose,moose
U+1FACF,🫏,⊛ donkey,donkey
U+1F40E,🐎,horse,horse
U+1F984,🦄,unicorn,unicorn
U+1F993,🦓,zebra,zebra
U+1F98C,🦌,deer,deer
U+1F9AC,🦬,bison,bison
U+1F42E,🐮,cow face,cow-face
U+1F402,🐂,ox,ox
U+1F403,🐃,water buffalo,water-buffalo
U+1F404,🐄,cow,cow
U+1F437,🐷,pig face,pig-face
U+1F416,🐖,pig,pig
U+1F417,🐗,boar,boar
U+1F43D,🐽,pig nose,pig-nose
U+1F40F,🐏,ram,ram
U+1F411,🐑,ewe,ewe
U+1F410,🐐,goat,goat
U+1F42A,🐪,camel,camel
U+1F42B,🐫,two-hump camel,two-hump-camel
U+1F999,🦙,llama,llama
U+1F992,🦒,giraffe,giraffe
U+1F418,🐘,elephant,elephant
U+1F9A3,🦣,mammoth,mammoth
U+1F98F,🦏,rhinoceros,rhinoceros
U+1F99B,🦛,hippopotamus,hippopotamus
U+1F42D,🐭,mouse face,mouse-face
U+1F401,🐁,mouse,mouse
U+1F400,🐀,rat,rat
U+1F439,🐹,hamster,hamster
U+1F430,🐰,rabbit face,rabbit-face
U+1F407,🐇,rabbit,rabbit
U+1F43F,🐿,chipmunk,chipmunk
U+1F9AB,🦫,beaver,beaver
U+1F994,🦔,hedgehog,hedgehog
U+1F987,🦇,bat,bat
U+1F43B,🐻,bear,bear
U+1F43B U+200D U+2744 U+FE0F,🐻‍❄️,polar bear,polar-bear
U+1F428,🐨,koala,koala
U+1F43C,🐼,panda,panda
U+1F9A5,🦥,sloth,sloth
U+1F9A6,🦦,otter,otter
U+1F9A8,🦨,skunk,skunk
U+1F998,🦘,kangaroo,kangaroo
U+1F9A1,🦡,badger,badger
U+1F43E,🐾,paw prints,paw-prints
U+1F983,🦃,turkey,turkey
U+1F414,🐔,chicken,chicken
U+1F413,🐓,rooster,rooster
U+1F423,🐣,hatching chick,hatching-chick
U+1F424,🐤,baby chick,baby-chick
U+1F425,🐥,front-facing baby chick,front-facing-baby-chick
U+1F426,🐦,bird,bird
U+1F427,🐧,penguin,penguin
U+1F54A,🕊,dove,dove
U+1F985,🦅,eagle,eagle
U+1F986,🦆,duck,duck
U+1F9A2,🦢,swan,swan
U+1F989,🦉,owl,owl
U+1F9A4,🦤,dodo,dodo
U+1FAB6,🪶,feather,feather
U+1F9A9,🦩,flamingo,flamingo
U+1F99A,🦚,peacock,peacock
U+1F99C,🦜,parrot,parrot
U+1FABD,🪽,⊛ wing,wing
U+1F426 U+200D U+2B1B,🐦‍⬛,⊛ black bird,black-bird
U+1FABF,🪿,⊛ goose,goose
U+1F438,🐸,frog,frog
U+1F40A,🐊,crocodile,crocodile
U+1F422,🐢,turtle,turtle
U+1F98E,🦎,lizard,lizard
U+1F40D,🐍,snake,snake
U+1F432,🐲,dragon face,dragon-face
U+1F409,🐉,dragon,dragon
U+1F995,🦕,sauropod,sauropod
U+1F996,🦖,T-Rex,t-rex
U+1F433,🐳,spouting whale,spouting-whale
U+1F40B,🐋,whale,whale
U+1F42C,🐬,dolphin,dolphin
U+1F9AD,🦭,seal,seal
U+1F41F,🐟,fish,fish
U+1F420,🐠,tropical fish,tropical-fish
U+1F421,🐡,blowfish,blowfish
U+1F988,🦈,shark,shark
U+1F419,🐙,octopus,octopus
U+1F41A,🐚,spiral shell,spiral-shell
U+1FAB8,🪸,coral,coral
U+1FABC,🪼,⊛ jellyfish,jellyfish
U+1F40C,🐌,snail,snail
U+1F98B,🦋,butterfly,butterfly
U+1F41B,🐛,bug,bug
U+1F41C,🐜,ant,ant
U+1F41D,🐝,honeybee,honeybee
U+1FAB2,🪲,beetle,beetle
U+1F41E,🐞,lady beetle,lady-beetle
U+1F997,🦗,cricket,cricket
U+1FAB3,🪳,cockroach,cockroach
U+1F577,🕷,spider,spider
U+1F578,🕸,spider web,spider-web
U+1F982,🦂,scorpion,scorpion
U+1F99F,🦟,mosquito,mosquito
U+1FAB0,🪰,fly,fly
U+1FAB1,🪱,worm,worm
U+1F9A0,🦠,microbe,microbe
U+1F490,💐,bouquet,bouquet
U+1F338,🌸,cherry blossom,cherry-blossom
U+1F4AE,💮,white flower,white-flower
U+1FAB7,🪷,lotus,lotus
U+1F3F5,🏵,rosette,rosette
U+1F339,🌹,rose,rose
U+1F940,🥀,wilted flower,wilted-flower
U+1F33A,🌺,hibiscus,hibiscus
U+1F33B,🌻,sunflower,sunflower
U+1F33C,🌼,blossom,blossom
U+1F337,🌷,tulip,tulip
U+1FABB,🪻,⊛ hyacinth,hyacinth
U+1F331,🌱,seedling,seedling
U+1FAB4,🪴,potted plant,potted-plant
U+1F332,🌲,evergreen tree,evergreen-tree
U+1F333,🌳,deciduous tree,deciduous-tree
U+1F334,🌴,palm tree,palm-tree
U+1F335,🌵,cactus,cactus
U+1F33E,🌾,sheaf of rice,sheaf-of-rice
U+1F33F,🌿,herb,herb
U+2618,☘,shamrock,shamrock
U+1F340,🍀,four leaf clover,four-leaf-clover
U+1F341,🍁,maple leaf,maple-leaf
U+1F342,🍂,fallen leaf,fallen-leaf
U+1F343,🍃,leaf fluttering in wind,leaf-fluttering-in-wind
U+1FAB9,🪹,empty nest,empty-nest
U+1FABA,🪺,nest with eggs,nest-with-eggs
U+1F344,🍄,mushroom,mushroom
U+1F347,🍇,grapes,grapes
U+1F348,🍈,melon,melon
U+1F349,🍉,watermelon,watermelon
U+1F34A,🍊,tangerine,tangerine
U+1F34B,🍋,lemon,lemon
U+1F34C,🍌,banana,banana
U+1F34D,🍍,pineapple,pineapple
U+1F96D,🥭,mango,mango
U+1F34E,🍎,red apple,red-apple
U+1F34F,🍏,green apple,green-apple
U+1F350,🍐,pear,pear
U+1F351,🍑,peach,peach
U+1F352,🍒,cherries,cherries
U+1F353,🍓,strawberry,strawberry
U+1FAD0,🫐,blueberries,blueberries
U+1F95D,🥝,kiwi fruit,kiwi-fruit
U+1F345,🍅,tomato,tomato
U+1FAD2,🫒,olive,olive
U+1F965,🥥,coconut,coconut
U+1F951,🥑,avocado,avocado
U+1F346,🍆,eggplant,eggplant
U+1F954,🥔,potato,potato
U+1F955,🥕,carrot,carrot
U+1F33D,🌽,ear of corn,ear-of-corn
U+1F336,🌶,hot pepper,hot-pepper
U+1FAD1,🫑,bell pepper,bell-pepper
U+1F952,🥒,cucumber,cucumber
U+1F96C,🥬,leafy green,leafy-green
U+1F966,🥦,broccoli,broccoli
U+1F9C4,🧄,garlic,garlic
U+1F9C5,🧅,onion,onion
U+1F95C,🥜,peanuts,peanuts
U+1FAD8,🫘,beans,beans
U+1F330,🌰,chestnut,chestnut
U+1FADA,🫚,⊛ ginger root,ginger
U+1FADB,🫛,⊛ pea pod,pea-pod
U+1F35E,🍞,bread,bread
U+1F950,🥐,croissant,croissant
U+1F956,🥖,baguette bread,baguette-bread
U+1FAD3,🫓,flatbread,flatbread
U+1F968,🥨,pretzel,pretzel
U+1F96F,🥯,bagel,bagel
U+1F95E,🥞,pancakes,pancakes
U+1F9C7,🧇,waffle,waffle
U+1F9C0,🧀,cheese wedge,cheese-wedge
U+1F356,🍖,meat on bone,meat-on-bone
U+1F357,🍗,poultry leg,poultry-leg
U+1F969,🥩,cut of meat,cut-of-meat
U+1F953,🥓,bacon,bacon
U+1F354,🍔,hamburger,hamburger
U+1F35F,🍟,french fries,french-fries
U+1F355,🍕,pizza,pizza
U+1F32D,🌭,hot dog,hot-dog
U+1F96A,🥪,sandwich,sandwich
U+1F32E,🌮,taco,taco
U+1F32F,🌯,burrito,burrito
U+1FAD4,🫔,tamale,tamale
U+1F959,🥙,stuffed flatbread,stuffed-flatbread
U+1F9C6,🧆,falafel,falafel
U+1F95A,🥚,egg,egg
U+1F373,🍳,cooking,cooking
U+1F958,🥘,shallow pan of food,shallow-pan-of-food
U+1F372,🍲,pot of food,pot-of-food
U+1FAD5,🫕,fondue,fondue
U+1F963,🥣,bowl with spoon,bowl-with-spoon
U+1F957,🥗,green salad,green-salad
U+1F37F,🍿,popcorn,popcorn
U+1F9C8,🧈,butter,butter
U+1F9C2,🧂,salt,salt
U+1F96B,🥫,canned food,canned-food
U+1F371,🍱,bento box,bento-box
U+1F358,🍘,rice cracker,rice-cracker
U+1F359,🍙,rice ball,rice-ball
U+1F35A,🍚,cooked rice,cooked-rice
U+1F35B,🍛,curry rice,curry-rice
U+1F35C,🍜,steaming bowl,steaming-bowl
U+1F35D,🍝,spaghetti,spaghetti
U+1F360,🍠,roasted sweet potato,roasted-sweet-potato
U+1F362,🍢,oden,oden
U+1F363,🍣,sushi,sushi
U+1F364,🍤,fried shrimp,fried-shrimp
U+1F365,🍥,fish cake with swirl,fish-cake-with-swirl
U+1F96E,🥮,moon cake,moon-cake
U+1F361,🍡,dango,dango
U+1F95F,🥟,dumpling,dumpling
U+1F960,🥠,fortune cookie,fortune-cookie
U+1F961,🥡,takeout box,takeout-box
U+1F980,🦀,crab,crab
U+1F99E,🦞,lobster,lobster
U+1F990,🦐,shrimp,shrimp
U+1F991,🦑,squid,squid
U+1F9AA,🦪,oyster,oyster
U+1F366,🍦,soft ice cream,soft-ice-cream
U+1F367,🍧,shaved ice,shaved-ice
U+1F368,🍨,ice cream,ice-cream
U+1F369,🍩,doughnut,doughnut
U+1F36A,🍪,cookie,cookie
U+1F382,🎂,birthday cake,birthday-cake
U+1F370,🍰,shortcake,shortcake
U+1F9C1,🧁,cupcake,cupcake
U+1F967,🥧,pie,pie
U+1F36B,🍫,chocolate bar,chocolate-bar
U+1F36C,🍬,candy,candy
U+1F36D,🍭,lollipop,lollipop
U+1F36E,🍮,custard,custard
U+1F36F,🍯,honey pot,honey-pot
U+1F37C,🍼,baby bottle,baby-bottle
U+1F95B,🥛,glass of milk,glass-of-milk
U+2615,☕,hot beverage,hot-beverage
U+1FAD6,🫖,teapot,teapot
U+1F375,🍵,teacup without handle,teacup-without-handle
U+1F376,🍶,sake,sake
U+1F37E,🍾,bottle with popping cork,bottle-with-popping-cork
U+1F377,🍷,wine glass,wine-glass
U+1F378,🍸,cocktail glass,cocktail-glass
U+1F379,🍹,tropical drink,tropical-drink
U+1F37A,🍺,beer mug,beer-mug
U+1F37B,🍻,clinking beer mugs,clinking-beer-mugs
U+1F942,🥂,clinking glasses,clinking-glasses
U+1F943,🥃,tumbler glass,tumbler-glass
U+1FAD7,🫗,pouring liquid,pouring-liquid
U+1F964,🥤,cup with straw,cup-with-straw
U+1F9CB,🧋,bubble tea,bubble-tea
U+1F9C3,🧃,beverage box,beverage-box
U+1F9C9,🧉,mate,mate
U+1F9CA,🧊,ice,ice
U+1F962,🥢,chopsticks,chopsticks
U+1F37D,🍽,fork and knife with plate,fork-and-knife-with-plate
U+1F374,🍴,fork and knife,fork-and-knife
U+1F944,🥄,spoon,spoon
U+1F52A,🔪,kitchen knife,kitchen-knife
U+1FAD9,🫙,jar,jar
U+1F3FA,🏺,amphora,amphora
U+1F30D,🌍,globe showing Europe-Africa,globe-showing-europe-africa
U+1F30E,🌎,globe showing Americas,globe-showing-americas
U+1F30F,🌏,globe showing Asia-Australia,globe-showing-asia-australia
U+1F310,🌐,globe with meridians,globe-with-meridians
U+1F5FA,🗺,world map,world-map
U+1F5FE,🗾,map of Japan,map-of-japan
U+1F9ED,🧭,compass,compass
U+1F3D4,🏔,snow-capped mountain,snow-capped-mountain
U+26F0,⛰,mountain,mountain
U+1F30B,🌋,volcano,volcano
U+1F5FB,🗻,mount fuji,mount-fuji
U+1F3D5,🏕,camping,camping
U+1F3D6,🏖,beach with umbrella,beach-with-umbrella
U+1F3DC,🏜,desert,desert
U+1F3DD,🏝,desert island,desert-island
U+1F3DE,🏞,national park,national-park
U+1F3DF,🏟,stadium,stadium
U+1F3DB,🏛,classical building,classical-building
U+1F3D7,🏗,building construction,building-construction
U+1F9F1,🧱,brick,brick
U+1FAA8,🪨,rock,rock
U+1FAB5,🪵,wood,wood
U+1F6D6,🛖,hut,hut
U+1F3D8,🏘,houses,houses
U+1F3DA,🏚,derelict house,derelict-house
U+1F3E0,🏠,house,house
U+1F3E1,🏡,house with garden,house-with-garden
U+1F3E2,🏢,office building,office-building
U+1F3E3,🏣,Japanese post office,japanese-post-office
U+1F3E4,🏤,post office,post-office
U+1F3E5,🏥,hospital,hospital
U+1F3E6,🏦,bank,bank
U+1F3E8,🏨,hotel,hotel
U+1F3E9,🏩,love hotel,love-hotel
U+1F3EA,🏪,convenience store,convenience-store
U+1F3EB,🏫,school,school
U+1F3EC,🏬,department store,department-store
U+1F3ED,🏭,factory,factory
U+1F3EF,🏯,Japanese castle,japanese-castle
U+1F3F0,🏰,castle,castle
U+1F492,💒,wedding,wedding
U+1F5FC,🗼,Tokyo tower,tokyo-tower
U+1F5FD,🗽,Statue of Liberty,statue-of-liberty
U+26EA,⛪,church,church
U+1F54C,🕌,mosque,mosque
U+1F6D5,🛕,hindu temple,hindu-temple
U+1F54D,🕍,synagogue,synagogue
U+26E9,⛩,shinto shrine,shinto-shrine
U+1F54B,🕋,kaaba,kaaba
U+26F2,⛲,fountain,fountain
U+26FA,⛺,tent,tent
U+1F301,🌁,foggy,foggy
U+1F303,🌃,night with stars,night-with-stars
U+1F3D9,🏙,cityscape,cityscape
U+1F304,🌄,sunrise over mountains,sunrise-over-mountains
U+1F305,🌅,sunrise,sunrise
U+1F306,🌆,cityscape at dusk,cityscape-at-dusk
U+1F307,🌇,sunset,sunset
U+1F309,🌉,bridge at night,bridge-at-night
U+2668,♨,hot springs,hot-springs
U+1F3A0,🎠,carousel horse,carousel-horse
U+1F6DD,🛝,playground slide,playground-slide
U+1F3A1,🎡,ferris wheel,ferris-wheel
U+1F3A2,🎢,roller coaster,roller-coaster
U+1F488,💈,barber pole,barber-pole
U+1F3AA,🎪,circus tent,circus-tent
U+1F682,🚂,locomotive,locomotive
U+1F683,🚃,railway car,railway-car
U+1F684,🚄,high-speed train,high-speed-train
U+1F685,🚅,bullet train,bullet-train
U+1F686,🚆,train,train
U+1F687,🚇,metro,metro
U+1F688,🚈,light rail,light-rail
U+1F689,🚉,station,station
U+1F68A,🚊,tram,tram
U+1F69D,🚝,monorail,monorail
U+1F69E,🚞,mountain railway,mountain-railway
U+1F68B,🚋,tram car,tram-car
U+1F68C,🚌,bus,bus
U+1F68D,🚍,oncoming bus,oncoming-bus
U+1F68E,🚎,trolleybus,trolleybus
U+1F690,🚐,minibus,minibus
U+1F691,🚑,ambulance,ambulance
U+1F692,🚒,fire engine,fire-engine
U+1F693,🚓,police car,police-car
U+1F694,🚔,oncoming police car,oncoming-police-car
U+1F695,🚕,taxi,taxi
U+1F696,🚖,oncoming taxi,oncoming-taxi
U+1F697,🚗,automobile,automobile
U+1F698,🚘,oncoming automobile,oncoming-automobile
U+1F699,🚙,sport utility vehicle,sport-utility-vehicle
U+1F6FB,🛻,pickup truck,pickup-truck
U+1F69A,🚚,delivery truck,delivery-truck
U+1F69B,🚛,articulated lorry,articulated-lorry
U+1F69C,🚜,tractor,tractor
U+1F3CE,🏎,racing car,racing-car
U+1F3CD,🏍,motorcycle,motorcycle
U+1F6F5,🛵,motor scooter,motor-scooter
U+1F9BD,🦽,manual wheelchair,manual-wheelchair
U+1F9BC,🦼,motorized wheelchair,motorized-wheelchair
U+1F6FA,🛺,auto rickshaw,auto-rickshaw
U+1F6B2,🚲,bicycle,bicycle
U+1F6F4,🛴,kick scooter,kick-scooter
U+1F6F9,🛹,skateboard,skateboard
U+1F6FC,🛼,roller skate,roller-skate
U+1F68F,🚏,bus stop,bus-stop
U+1F6E3,🛣,motorway,motorway
U+1F6E4,🛤,railway track,railway-track
U+1F6E2,🛢,oil drum,oil-drum
U+26FD,⛽,fuel pump,fuel-pump
U+1F6DE,🛞,wheel,wheel
U+1F6A8,🚨,police car light,police-car-light
U+1F6A5,🚥,horizontal traffic light,horizontal-traffic-light
U+1F6A6,🚦,vertical traffic light,vertical-traffic-light
U+1F6D1,🛑,stop sign,stop-sign
U+1F6A7,🚧,construction,construction
U+2693,⚓,anchor,anchor
U+1F6DF,🛟,ring buoy,ring-buoy
U+26F5,⛵,sailboat,sailboat
U+1F6F6,🛶,canoe,canoe
U+1F6A4,🚤,speedboat,speedboat
U+1F6F3,🛳,passenger ship,passenger-ship
U+26F4,⛴,ferry,ferry
U+1F6E5,🛥,motor boat,motor-boat
U+1F6A2,🚢,ship,ship
U+2708,✈,airplane,airplane
U+1F6E9,🛩,small airplane,small-airplane
U+1F6EB,🛫,airplane departure,airplane-departure
U+1F6EC,🛬,airplane arrival,airplane-arrival
U+1FA82,🪂,parachute,parachute
U+1F4BA,💺,seat,seat
U+1F681,🚁,helicopter,helicopter
U+1F69F,🚟,suspension railway,suspension-railway
U+1F6A0,🚠,mountain cableway,mountain-cableway
U+1F6A1,🚡,aerial tramway,aerial-tramway
U+1F6F0,🛰,satellite,satellite
U+1F680,🚀,rocket,rocket
U+1F6F8,🛸,flying saucer,flying-saucer
U+1F6CE,🛎,bellhop bell,bellhop-bell
